time,lattitude,longtitude,connection_strength_data,provider,satellite_slot,alignment_angle_deg,backhaul_bandwidth_mbps,phase_error_deg
2024-08-13T20:39:00,13.746932,144.81859,63.629,UQ Mobile,174E,-2.921,296.289,-2.119
2024-08-13T20:40:30,13.74869,144.818518,64.112,SkyReach,178E,-3.099,295.322,-2.411
2024-08-13T20:42:00,13.745572,144.818524,72.53,SkyReach,167E,-5.371,289.595,-2.48
2024-08-13T20:43:30,13.744621,144.818335,72.259,UQ Mobile,170E,-4.821,284.18,-2.686
2024-08-13T20:45:00,13.74647,144.811995,72.318,UQ Mobile,174E,-4.449,285.369,-2.398
2024-08-13T20:46:30,13.747723,144.814272,72.573,Orbital Mobile,178E,-5.326,290.464,-3.16
2024-08-13T20:48:00,13.750292,144.811459,72.622,Orbital Mobile,167E,-5.397,291.433,-2.485
2024-08-13T20:49:30,13.751268,144.813812,72.269,UQ Mobile,170E,-5.14,284.371,-2.72
2024-08-13T20:51:00,13.751162,144.809772,72.077,SkyReach,174E,-6.675,280.549,-3.158
2024-08-13T20:52:30,13.75084,144.812967,72.468,Orbital Mobile,178E,-6.33,288.354,-3.248
2024-08-13T20:54:00,13.74688,144.808316,72.619,SkyReach,167E,-4.189,291.383,-3.445
2024-08-13T20:55:30,13.74614,144.811778,72.232,Orbital Mobile,170E,-6.094,283.642,-3.897
2024-08-13T20:57:00,13.749772,144.80791,72.066,Orbital Mobile,174E,-5.871,280.329,-4.484
2024-08-13T20:58:30,13.749349,144.80482,72.228,Orbital Mobile,178E,-6.545,283.554,-4.102
2024-08-13T21:00:00,13.747488,144.806139,71.805,Orbital Mobile,167E,-7.341,275.099,-3.99
2024-08-13T21:01:30,13.749566,144.806423,71.938,SkyReach,170E,-7.059,277.765,-4.998
2024-08-13T21:03:00,13.747678,144.804527,72.502,UQ Mobile,174E,-5.436,289.046,-4.982
2024-08-13T21:04:30,13.749926,144.806524,71.845,Orbital Mobile,178E,-7.1,275.891,-5.191
2024-08-13T21:06:00,13.747488,144.802519,72.062,UQ Mobile,167E,-6.164,280.233,-5.426
2024-08-13T21:07:30,13.74929,144.801754,72.323,UQ Mobile,170E,-6.345,285.46,-5.188
2024-08-13T21:09:00,13.748532,144.801953,71.766,Orbital Mobile,174E,-7.828,274.31,-5.404
2024-08-13T21:10:30,13.747524,144.800572,72.072,Orbital Mobile,178E,-6.418,280.432,-5.655
2024-08-13T21:12:00,13.752255,144.79864,72.152,SkyReach,167E,-7.404,282.048,-5.593
2024-08-13T21:13:30,13.752594,144.800679,72.391,Orbital Mobile,170E,-6.601,286.813,-6.264
2024-08-13T21:15:00,13.751149,144.798647,71.581,SkyReach,174E,-8.722,270.617,-6.027
2024-08-13T21:16:30,13.750477,144.798199,71.953,UQ Mobile,178E,-7.406,278.054,-5.922
2024-08-13T21:18:00,13.749352,144.79595,71.545,SkyReach,167E,-9.054,269.902,-6.06
2024-08-13T21:19:30,13.747544,144.795054,71.895,Orbital Mobile,170E,-8.103,276.896,-6.046
2024-08-13T21:21:00,13.74752,144.797551,71.578,UQ Mobile,174E,-8.615,270.558,-6.28
2024-08-13T21:22:30,13.74815,144.796274,71.815,UQ Mobile,178E,-7.95,275.293,-6.577
2024-08-13T21:24:00,13.747519,144.795944,71.78,UQ Mobile,167E,-7.403,274.603,-6.799
2024-08-13T21:25:30,13.7518,144.791586,71.924,UQ Mobile,170E,-8.292,277.474,-6.902
2024-08-13T21:27:00,13.746348,144.790663,71.915,SkyReach,174E,-7.219,277.304,-7.142
2024-08-13T21:28:30,13.749246,144.791009,71.242,UQ Mobile,178E,-9.766,263.839,-6.689
2024-08-13T21:30:00,13.750889,144.792455,71.545,SkyReach,167E,-9.247,269.895,-7.525
2024-08-13T21:31:30,13.74609,144.788942,71.873,Orbital Mobile,170E,-7.796,276.453,-7.163
2024-08-13T21:33:00,13.749299,144.791459,71.642,UQ Mobile,174E,-9.007,271.839,-7.112
2024-08-13T21:34:30,13.751137,144.785396,71.835,Orbital Mobile,178E,-8.374,275.698,-7.613
2024-08-13T21:36:00,13.746295,144.789538,71.982,Orbital Mobile,167E,-8.318,278.649,-7.872
2024-08-13T21:37:30,13.750483,144.783316,71.197,UQ Mobile,170E,-10.29,262.946,-7.53
2024-08-13T21:39:00,13.745442,144.787493,71.968,UQ Mobile,174E,-7.946,278.364,-7.796
2024-08-13T21:40:30,13.747822,144.786925,71.435,SkyReach,178E,-10.441,267.7,-7.676
2024-08-13T21:42:00,13.748105,144.782369,71.49,UQ Mobile,167E,-9.213,268.795,-7.612
2024-08-13T21:43:30,13.749834,144.781543,71.769,Orbital Mobile,170E,-9.567,274.378,-8.191
2024-08-13T21:45:00,13.745067,144.784104,71.791,UQ Mobile,174E,-9.439,274.829,-8.075
2024-08-13T21:46:30,13.743698,144.779236,71.391,SkyReach,178E,-9.312,266.828,-7.844
2024-08-13T21:48:00,13.745538,144.783385,71.279,Orbital Mobile,167E,-11.288,264.59,-7.454
2024-08-13T21:49:30,13.746791,144.781154,71.362,Orbital Mobile,170E,-9.425,266.247,-7.793
2024-08-13T21:51:00,13.748242,144.778765,71.522,UQ Mobile,174E,-8.928,269.431,-8.008
2024-08-13T21:52:30,13.744776,144.780612,71.27,SkyReach,178E,-10.593,264.399,-7.747
2024-08-13T21:54:00,13.746082,144.778074,70.974,UQ Mobile,167E,-11.764,258.472,-8.39
2024-08-13T21:55:30,13.741454,144.778502,71.272,UQ Mobile,170E,-10.806,264.446,-7.723
2024-08-13T21:57:00,13.743485,144.777226,71.309,UQ Mobile,174E,-11.276,265.174,-8.319
2024-08-13T21:58:30,13.746203,144.777901,71.199,SkyReach,178E,-11.672,262.975,-7.999
2024-08-13T22:00:00,13.741955,144.77398,71.523,UQ Mobile,167E,-9.323,269.459,-7.663
2024-08-13T22:01:30,13.742196,144.771511,71.383,SkyReach,170E,-9.999,266.665,-7.69
2024-08-13T22:03:00,13.743963,144.770847,71.087,SkyReach,174E,-12.157,260.746,-8.154
2024-08-13T22:04:30,13.743366,144.774269,71.229,UQ Mobile,178E,-11.04,263.59,-8.097
2024-08-13T22:06:00,13.742282,144.769775,71.041,SkyReach,167E,-11.492,259.812,-7.668
2024-08-13T22:07:30,13.739692,144.77234,71.14,UQ Mobile,170E,-11.714,261.801,-7.673
2024-08-13T22:09:00,13.742234,144.770798,70.641,UQ Mobile,174E,-12.053,251.821,-7.814
2024-08-13T22:10:30,13.73899,144.76883,70.888,Orbital Mobile,178E,-11.763,256.758,-7.488
2024-08-13T22:12:00,13.736832,144.770907,71.373,Orbital Mobile,167E,-10.073,266.462,-7.995
2024-08-13T22:13:30,13.739532,144.765909,71.065,Orbital Mobile,170E,-12.119,260.299,-7.583
2024-08-13T22:15:00,13.739392,144.765117,71.088,UQ Mobile,174E,-10.38,260.752,-7.314
2024-08-13T22:16:30,13.737365,144.765193,70.829,SkyReach,178E,-11.486,255.571,-7.261
2024-08-13T22:18:00,13.735917,144.765307,71.253,Orbital Mobile,167E,-11.075,264.058,-7.481
2024-08-13T22:19:30,13.736953,144.767239,70.962,UQ Mobile,170E,-11.452,258.24,-7.242
2024-08-13T22:21:00,13.737279,144.766784,71.169,UQ Mobile,174E,-11.088,262.372,-7.036
2024-08-13T22:22:30,13.73771,144.765082,71.207,UQ Mobile,178E,-11.036,263.136,-7.461
2024-08-13T22:24:00,13.735778,144.76131,70.447,UQ Mobile,167E,-13.099,247.945,-7.532
2024-08-13T22:25:30,13.733407,144.763904,70.712,Orbital Mobile,170E,-12.416,253.247,-7.355
2024-08-13T22:27:00,13.733315,144.760449,70.699,UQ Mobile,174E,-12.571,252.987,-6.898
2024-08-13T22:28:30,13.730628,144.7642,70.248,SkyReach,178E,-13.766,243.962,-7.436
2024-08-13T22:30:00,13.730218,144.760653,70.751,SkyReach,167E,-11.935,254.022,-6.68
2024-08-13T22:31:30,13.733513,144.761517,70.542,SkyReach,170E,-12.74,249.841,-7.168
2024-08-13T22:33:00,13.732871,144.7596,70.57,UQ Mobile,174E,-12.26,250.408,-6.891
2024-08-13T22:34:30,13.73328,144.76106,70.735,UQ Mobile,178E,-12.931,253.697,-6.799
2024-08-13T22:36:00,13.729083,144.762659,70.683,Orbital Mobile,167E,-13.107,252.659,-6.321
2024-08-13T22:37:30,13.728592,144.757216,70.91,SkyReach,170E,-11.603,257.209,-6.157
2024-08-13T22:39:00,13.730918,144.756608,70.221,SkyReach,174E,-13.764,243.425,-5.957
2024-08-13T22:40:30,13.729126,144.757484,70.878,Orbital Mobile,178E,-11.47,256.564,-6.449
2024-08-13T22:42:00,13.728297,144.757106,70.866,Orbital Mobile,167E,-12.831,256.326,-6.111
2024-08-13T22:43:30,13.723507,144.758753,70.969,Orbital Mobile,170E,-12.59,258.39,-6.309
2024-08-13T22:45:00,13.722864,144.759385,71.005,SkyReach,174E,-12.165,259.099,-5.496
2024-08-13T22:46:30,13.724139,144.759203,70.698,SkyReach,178E,-12.218,252.958,-5.729
2024-08-13T22:48:00,13.721694,144.754178,70.316,UQ Mobile,167E,-13.35,245.321,-5.486
2024-08-13T22:49:30,13.724665,144.755379,70.748,SkyReach,170E,-12.858,253.968,-5.228
2024-08-13T22:51:00,13.723349,144.756922,70.969,Orbital Mobile,174E,-12.336,258.389,-5.006
2024-08-13T22:52:30,13.719508,144.75771,70.646,UQ Mobile,178E,-12.809,251.929,-5.49
2024-08-13T22:54:00,13.718705,144.754241,70.378,SkyReach,167E,-13.208,246.559,-4.975
2024-08-13T22:55:30,13.717971,144.753285,69.888,Orbital Mobile,170E,-14.868,236.754,-4.48
2024-08-13T22:57:00,13.721866,144.754467,71.136,SkyReach,174E,-11.996,261.724,-4.294
2024-08-13T22:58:30,13.720993,144.751354,70.523,SkyReach,178E,-12.522,249.454,-4.111
2024-08-13T23:00:00,13.717406,144.752287,70.459,SkyReach,167E,-13.608,248.175,-4.051
2024-08-13T23:01:30,13.716677,144.751655,70.003,Orbital Mobile,170E,-14.648,239.056,-4.38
2024-08-13T23:03:00,13.719122,144.753687,70.062,UQ Mobile,174E,-15.031,240.234,-3.643
2024-08-13T23:04:30,13.715168,144.750308,70.125,UQ Mobile,178E,-14.266,241.491,-3.599
2024-08-13T23:06:00,13.713882,144.752454,70.6,Orbital Mobile,167E,-12.768,250.994,-3.83
2024-08-13T23:07:30,13.712872,144.753054,70.947,SkyReach,170E,-12.469,257.932,-3.393
2024-08-13T23:09:00,13.713926,144.749255,69.958,SkyReach,174E,-14.364,238.167,-2.707
2024-08-13T23:10:30,13.713351,144.7498,70.325,SkyReach,178E,-13.847,245.5,-3.288
2024-08-13T23:12:00,13.709425,144.750039,70.387,Orbital Mobile,167E,-12.982,246.732,-2.826
2024-08-13T23:13:30,13.708979,144.751209,70.598,UQ Mobile,170E,-13.814,250.968,-2.447
2024-08-13T23:15:00,13.711456,144.75204,69.932,UQ Mobile,174E,-14.445,237.64,-2.81
2024-08-13T23:16:30,13.712105,144.752012,70.346,SkyReach,178E,-13.302,245.926,-2.635
2024-08-13T23:18:00,13.710124,144.750818,70.109,UQ Mobile,167E,-14.025,241.182,-1.856
2024-08-13T23:19:30,13.710012,144.753054,70.498,SkyReach,170E,-13.197,248.962,-2.318
2024-08-13T23:21:00,13.705478,144.751215,70.112,Orbital Mobile,174E,-14.6,241.235,-1.61
2024-08-13T23:22:30,13.705604,144.751151,70.259,SkyReach,178E,-14.12,244.172,-1.574
2024-08-13T23:24:00,13.704486,144.751405,70.726,Orbital Mobile,167E,-13.411,253.518,-0.914
2024-08-13T23:25:30,13.707131,144.748706,70.883,Orbital Mobile,170E,-12.564,256.668,-1.161
2024-08-13T23:27:00,13.705021,144.749747,70.163,Orbital Mobile,174E,-14.398,242.265,-1.024
2024-08-13T23:28:30,13.701326,144.750131,70.218,Orbital Mobile,178E,-14.787,243.357,-1.133
2024-08-13T23:30:00,13.700156,144.747681,70.512,UQ Mobile,167E,-13.756,249.249,-0.652
2024-08-13T23:31:30,13.698811,144.748078,69.893,SkyReach,170E,-14.986,236.853,-0.022
2024-08-13T23:33:00,13.699048,144.748938,70.651,SkyReach,174E,-12.803,252.021,-0.414
2024-08-13T23:34:30,13.701004,144.751158,70.282,Orbital Mobile,178E,-14.569,244.634,0.153
2024-08-13T23:36:00,13.69801,144.750354,69.983,SkyReach,167E,-15.052,238.667,0.73
2024-08-13T23:37:30,13.700665,144.748696,70.462,SkyReach,170E,-14.147,248.248,0.724
2024-08-13T23:39:00,13.696575,144.749738,70.183,UQ Mobile,174E,-14.809,242.661,0.59
2024-08-13T23:40:30,13.696495,144.75165,70.329,Orbital Mobile,178E,-13.084,245.586,0.783
2024-08-13T23:42:00,13.695364,144.753028,70.87,SkyReach,167E,-12.57,256.392,0.623
2024-08-13T23:43:30,13.69473,144.748388,70.214,UQ Mobile,170E,-13.799,243.284,1.052
2024-08-13T23:45:00,13.696493,144.751016,69.941,SkyReach,174E,-15.261,237.822,1.372
2024-08-13T23:46:30,13.695151,144.752185,70.813,UQ Mobile,178E,-12.563,255.251,2.121
2024-08-13T23:48:00,13.694505,144.750917,70.337,SkyReach,167E,-14.714,245.739,2.224
2024-08-13T23:49:30,13.689383,144.749391,70.613,UQ Mobile,170E,-13.394,251.254,2.232
2024-08-13T23:51:00,13.692727,144.752323,70.535,UQ Mobile,174E,-13.465,249.703,1.789
2024-08-13T23:52:30,13.69222,144.75347,70.57,Orbital Mobile,178E,-13.863,250.397,2.809
2024-08-13T23:54:00,13.689114,144.749388,70.388,SkyReach,167E,-14.26,246.76,2.464
2024-08-13T23:55:30,13.685357,144.752409,70.416,Orbital Mobile,170E,-14.163,247.311,3.269
2024-08-13T23:57:00,13.68475,144.753249,70.284,Orbital Mobile,174E,-14.885,244.683,3.202
2024-08-13T23:58:30,13.683972,144.75231,70.309,UQ Mobile,178E,-14.164,245.173,3.231
2024-08-14T00:00:00,13.68445,144.750104,70.664,SkyReach,167E,-12.672,252.281,3.453
2024-08-14T00:01:30,13.685008,144.752903,70.547,Orbital Mobile,170E,-13.16,249.936,3.568
2024-08-14T00:03:00,13.686666,144.755055,70.054,SkyReach,174E,-15.208,240.074,3.551
2024-08-14T00:04:30,13.685463,144.755821,70.374,Orbital Mobile,178E,-13.372,246.489,4.357
2024-08-14T00:06:00,13.682678,144.751955,70.144,UQ Mobile,167E,-13.798,241.888,4.598
2024-08-14T00:07:30,13.682645,144.751633,71.0,SkyReach,170E,-12.356,259.007,4.078
2024-08-14T00:09:00,13.678295,144.755522,70.736,Orbital Mobile,174E,-12.584,253.719,3.99
2024-08-14T00:10:30,13.680314,144.751792,70.283,UQ Mobile,178E,-14.053,244.663,4.591
2024-08-14T00:12:00,13.679435,144.75166,70.503,SkyReach,167E,-12.637,249.057,4.745
2024-08-14T00:13:30,13.676812,144.753058,70.248,SkyReach,170E,-14.196,243.967,5.318
2024-08-14T00:15:00,13.675733,144.752958,70.011,UQ Mobile,174E,-14.318,239.22,4.95
2024-08-14T00:16:30,13.676341,144.756089,70.596,UQ Mobile,178E,-13.029,250.91,5.67
2024-08-14T00:18:00,13.67911,144.755748,70.465,Orbital Mobile,167E,-13.008,248.306,5.482
2024-08-14T00:19:30,13.678205,144.753996,70.207,UQ Mobile,170E,-14.468,243.148,5.246
2024-08-14T00:21:00,13.67473,144.754343,70.511,UQ Mobile,174E,-13.593,249.216,6.094
2024-08-14T00:22:30,13.674977,144.755064,70.507,UQ Mobile,178E,-13.038,249.133,5.952
2024-08-14T00:24:00,13.672445,144.759758,70.75,UQ Mobile,167E,-12.275,254.006,6.044
2024-08-14T00:25:30,13.673376,144.7609,70.044,Orbital Mobile,170E,-14.456,239.888,6.272
2024-08-14T00:27:00,13.669692,144.756821,70.353,Orbital Mobile,174E,-14.602,246.055,6.24
2024-08-14T00:28:30,13.668455,144.758776,70.231,UQ Mobile,178E,-14.452,243.619,6.763
2024-08-14T00:30:00,13.671281,144.757318,70.763,SkyReach,167E,-13.284,254.267,6.35
2024-08-14T00:31:30,13.667131,144.760319,70.848,Orbital Mobile,170E,-12.789,255.963,6.1
2024-08-14T00:33:00,13.667052,144.757894,70.937,SkyReach,174E,-11.461,257.731,7.118
2024-08-14T00:34:30,13.671193,144.760577,70.619,SkyReach,178E,-13.237,251.383,6.325
2024-08-14T00:36:00,13.667943,144.763741,70.355,Orbital Mobile,167E,-13.083,246.095,6.832
2024-08-14T00:37:30,13.669903,144.759476,70.256,UQ Mobile,170E,-13.897,244.121,7.028
2024-08-14T00:39:00,13.66411,144.760718,70.564,UQ Mobile,174E,-12.47,250.274,6.628
2024-08-14T00:40:30,13.665502,144.763798,70.506,Orbital Mobile,178E,-12.669,249.128,6.764
2024-08-14T00:42:00,13.66741,144.764661,70.72,Orbital Mobile,167E,-12.572,253.393,7.721
2024-08-14T00:43:30,13.666019,144.766309,71.034,UQ Mobile,170E,-11.136,259.674,7.729
2024-08-14T00:45:00,13.661641,144.765334,71.078,Orbital Mobile,174E,-11.461,260.554,7.859
2024-08-14T00:46:30,13.663635,144.76794,71.061,UQ Mobile,178E,-11.141,260.215,7.44
2024-08-14T00:48:00,13.663459,144.764489,70.648,Orbital Mobile,167E,-13.593,251.955,7.325
2024-08-14T00:49:30,13.66522,144.769003,70.987,SkyReach,170E,-11.939,258.732,7.561
2024-08-14T00:51:00,13.661961,144.765008,70.928,Orbital Mobile,174E,-11.37,257.569,7.679
2024-08-14T00:52:30,13.6629,144.768835,71.161,SkyReach,178E,-11.875,262.213,8.169
2024-08-14T00:54:00,13.658085,144.770346,70.915,Orbital Mobile,167E,-12.374,257.293,7.412
2024-08-14T00:55:30,13.661813,144.768056,71.067,Orbital Mobile,170E,-10.802,260.343,7.84
2024-08-14T00:57:00,13.662593,144.767447,70.652,Orbital Mobile,174E,-13.172,252.045,7.487
2024-08-14T00:58:30,13.657847,144.771935,71.27,UQ Mobile,178E,-11.378,264.404,8.205
2024-08-14T01:00:00,13.661189,144.771411,70.93,Orbital Mobile,167E,-12.071,257.597,7.882
2024-08-14T01:01:30,13.657385,144.769703,71.213,UQ Mobile,170E,-11.003,263.257,7.948
2024-08-14T01:03:00,13.657519,144.774927,70.753,UQ Mobile,174E,-12.135,254.058,7.763
2024-08-14T01:04:30,13.655632,144.77264,71.126,Orbital Mobile,178E,-11.591,261.518,8.412
2024-08-14T01:06:00,13.657353,144.774939,71.003,Orbital Mobile,167E,-11.056,259.053,8.463
2024-08-14T01:07:30,13.655043,144.777117,71.04,Orbital Mobile,170E,-10.647,259.801,7.638
2024-08-14T01:09:00,13.653532,144.777545,70.972,SkyReach,174E,-11.353,258.437,7.633
2024-08-14T01:10:30,13.657002,144.776733,71.574,UQ Mobile,178E,-10.312,270.487,7.766
2024-08-14T01:12:00,13.653277,144.774668,71.172,UQ Mobile,167E,-11.785,262.437,8.12
2024-08-14T01:13:30,13.655998,144.775592,70.928,Orbital Mobile,170E,-11.021,257.569,8.162
2024-08-14T01:15:00,13.654862,144.777952,71.091,UQ Mobile,174E,-11.132,260.823,8.302
2024-08-14T01:16:30,13.652627,144.776791,71.34,Orbital Mobile,178E,-10.368,265.798,8.324
2024-08-14T01:18:00,13.654818,144.778915,71.268,UQ Mobile,167E,-10.429,264.356,8.071
2024-08-14T01:19:30,13.653685,144.781273,71.497,UQ Mobile,170E,-10.105,268.937,7.953
2024-08-14T01:21:00,13.655929,144.782836,71.407,UQ Mobile,174E,-10.081,267.138,7.644
2024-08-14T01:22:30,13.652082,144.779774,71.155,SkyReach,178E,-11.511,262.098,7.368
2024-08-14T01:24:00,13.650939,144.783158,71.609,UQ Mobile,167E,-8.75,271.178,8.137
2024-08-14T01:25:30,13.655343,144.784893,71.222,UQ Mobile,170E,-10.468,263.444,8.048
2024-08-14T01:27:00,13.650892,144.783274,71.351,UQ Mobile,174E,-10.901,266.017,7.389
2024-08-14T01:28:30,13.654437,144.783649,71.685,UQ Mobile,178E,-8.469,272.704,7.826
2024-08-14T01:30:00,13.649544,144.786575,71.381,SkyReach,167E,-10.778,266.619,7.21
2024-08-14T01:31:30,13.649251,144.784541,71.37,UQ Mobile,170E,-9.481,266.4,7.355
2024-08-14T01:33:00,13.653217,144.786133,71.294,SkyReach,174E,-10.274,264.879,6.964
2024-08-14T01:34:30,13.653282,144.789918,71.639,UQ Mobile,178E,-8.246,271.789,7.294
2024-08-14T01:36:00,13.648907,144.789101,71.667,Orbital Mobile,167E,-9.001,272.333,7.317
2024-08-14T01:37:30,13.649167,144.792605,71.736,UQ Mobile,170E,-9.659,273.722,6.82
2024-08-14T01:39:00,13.648645,144.792685,71.332,Orbital Mobile,174E,-9.812,265.641,7.445
2024-08-14T01:40:30,13.650062,144.794731,72.006,SkyReach,178E,-8.544,279.125,6.695
2024-08-14T01:42:00,13.652173,144.789996,71.676,UQ Mobile,167E,-8.412,272.518,6.793
2024-08-14T01:43:30,13.649371,144.792231,71.983,UQ Mobile,170E,-7.798,278.67,6.593
2024-08-14T01:45:00,13.648181,144.796292,71.736,UQ Mobile,174E,-8.267,273.716,6.104
2024-08-14T01:46:30,13.652872,144.797522,71.9,Orbital Mobile,178E,-8.246,276.994,6.675
2024-08-14T01:48:00,13.64725,144.797304,72.036,Orbital Mobile,167E,-7.511,279.718,5.824
2024-08-14T01:49:30,13.64919,144.797032,71.953,Orbital Mobile,170E,-8.54,278.069,6.588
2024-08-14T01:51:00,13.65041,144.79574,72.271,SkyReach,174E,-6.789,284.413,5.685
2024-08-14T01:52:30,13.652047,144.798294,72.069,Orbital Mobile,178E,-7.86,280.39,5.915
2024-08-14T01:54:00,13.651266,144.798553,72.044,SkyReach,167E,-6.417,279.875,5.714
2024-08-14T01:55:30,13.648981,144.798703,72.05,UQ Mobile,170E,-6.929,280.006,5.901
2024-08-14T01:57:00,13.648665,144.80125,72.404,UQ Mobile,174E,-6.663,287.083,5.494
2024-08-14T01:58:30,13.651187,144.803996,72.161,UQ Mobile,178E,-6.97,282.228,4.934
2024-08-14T02:00:00,13.648133,144.804436,72.173,SkyReach,167E,-6.633,282.454,5.391
2024-08-14T02:01:30,13.652165,144.803666,72.171,SkyReach,170E,-7.852,282.42,5.323
2024-08-14T02:03:00,13.652054,144.804185,72.366,SkyReach,174E,-6.351,286.323,5.323
2024-08-14T02:04:30,13.648749,144.80521,71.607,SkyReach,178E,-8.313,271.148,4.586
2024-08-14T02:06:00,13.652742,144.807855,71.818,Orbital Mobile,167E,-7.462,275.361,4.601
2024-08-14T02:07:30,13.652867,144.804754,72.358,UQ Mobile,170E,-5.791,286.161,3.922
2024-08-14T02:09:00,13.648625,144.806357,72.106,UQ Mobile,174E,-6.627,281.123,4.25
2024-08-14T02:10:30,13.650151,144.808306,72.373,Orbital Mobile,178E,-5.386,286.453,4.248
2024-08-14T02:12:00,13.652213,144.809571,71.982,SkyReach,167E,-6.265,278.641,3.948
2024-08-14T02:13:30,13.651587,144.812002,72.11,UQ Mobile,170E,-7.125,281.2,3.949
2024-08-14T02:15:00,13.652753,144.811957,72.126,UQ Mobile,174E,-6.482,281.514,3.392
2024-08-14T02:16:30,13.649781,144.813474,72.239,Orbital Mobile,178E,-5.431,283.782,3.585
2024-08-14T02:18:00,13.650963,144.811497,72.183,Orbital Mobile,167E,-7.163,282.653,3.573
2024-08-14T02:19:30,13.649217,144.811532,72.209,Orbital Mobile,170E,-7.052,283.186,2.65
2024-08-14T02:21:00,13.654855,144.815466,72.466,UQ Mobile,174E,-5.807,288.329,2.413
2024-08-14T02:22:30,13.651955,144.817963,72.237,SkyReach,178E,-6.904,283.735,2.883
2024-08-14T02:24:00,13.655201,144.81346,72.401,SkyReach,167E,-6.216,287.018,2.673
2024-08-14T02:25:30,13.651783,144.817535,72.258,SkyReach,170E,-5.107,284.156,2.369
2024-08-14T02:27:00,13.652994,144.819384,72.292,SkyReach,174E,-5.562,284.849,2.436
2024-08-14T02:28:30,13.652566,144.815305,72.202,UQ Mobile,178E,-5.96,283.049,1.811
2024-08-14T02:30:00,13.65083,144.819513,65.31,Orbital Mobile,167E,-3.614,288.358,1.614
2024-08-14T02:31:30,13.656438,144.822355,65.901,UQ Mobile,170E,-3.721,293.768,1.677
2024-08-14T02:33:00,13.653501,144.822103,72.776,SkyReach,174E,-4.235,294.523,0.75
2024-08-14T02:34:30,13.652113,144.822548,72.198,UQ Mobile,178E,-5.643,282.961,0.963
2024-08-14T02:36:00,13.653207,144.821811,72.31,Orbital Mobile,167E,-5.037,285.201,0.6
2024-08-14T02:37:30,13.655115,144.82266,65.597,Orbital Mobile,170E,-3.684,289.886,0.17
2024-08-14T02:39:00,13.653306,144.824513,63.85,UQ Mobile,174E,-3.043,293.389,0.487
2024-08-14T02:40:30,13.654594,144.822329,62.68,SkyReach,178E,-2.603,296.44,0.329
2024-08-14T02:42:00,13.657998,144.825841,72.749,UQ Mobile,167E,-4.077,293.987,-0.119
2024-08-14T02:43:30,13.657312,144.82334,62.37,Orbital Mobile,170E,-2.497,296.595,-0.032
2024-08-14T02:45:00,13.659301,144.82821,66.117,Orbital Mobile,174E,-3.826,291.772,-0.748
2024-08-14T02:46:30,13.6566,144.828209,62.102,UQ Mobile,178E,-2.439,294.721,-0.104
2024-08-14T02:48:00,13.657059,144.825863,60.996,SkyReach,167E,-2.17,288.733,-0.49
2024-08-14T02:49:30,13.6614,144.830952,64.832,Orbital Mobile,170E,-3.479,286.864,-0.847
2024-08-14T02:51:00,13.659982,144.831268,66.157,UQ Mobile,174E,-3.839,291.781,-0.854
2024-08-14T02:52:30,13.657723,144.832557,61.628,UQ Mobile,178E,-2.384,288.507,-1.505
2024-08-14T02:54:00,13.657517,144.831341,62.42,Orbital Mobile,167E,-2.529,295.664,-1.089
2024-08-14T02:55:30,13.659382,144.832235,57.772,UQ Mobile,170E,-0.977,295.82,-1.866
2024-08-14T02:57:00,13.661931,144.830233,59.961,UQ Mobile,174E,-1.654,298.994,-2.329
2024-08-14T02:58:30,13.662175,144.830638,59.065,Orbital Mobile,178E,-1.464,292.476,-2.281
2024-08-14T03:00:00,13.664524,144.835604,57.383,SkyReach,167E,-0.82,297.431,-2.383
2024-08-14T03:01:30,13.661873,144.833198,63.755,Orbital Mobile,170E,-3.044,291.47,-2.05
2024-08-14T03:03:00,13.665714,144.83273,57.212,UQ Mobile,174E,-0.835,293.115,-2.568
2024-08-14T03:04:30,13.664329,144.835258,59.715,SkyReach,178E,-1.7,291.31,-2.795
2024-08-14T03:06:00,13.664365,144.837107,61.796,UQ Mobile,167E,-2.319,295.766,-3.485
2024-08-14T03:07:30,13.663381,144.838033,60.194,SkyReach,170E,-1.777,296.276,-3.655
2024-08-14T03:09:00,13.668853,144.837082,56.357,SkyReach,174E,-0.585,291.031,-3.23
2024-08-14T03:10:30,13.666417,144.837273,55.217,Orbital Mobile,178E,-0.111,296.694,-3.786
2024-08-14T03:12:00,13.666407,144.84055,57.245,SkyReach,167E,-0.776,297.362,-3.349
2024-08-14T03:13:30,13.666147,144.839665,58.847,UQ Mobile,170E,-1.394,292.264,-3.51
2024-08-14T03:15:00,13.667337,144.83924,56.104,Orbital Mobile,174E,0.412,296.335,-4.401
2024-08-14T03:16:30,13.667067,144.84157,57.636,Orbital Mobile,178E,-0.888,298.448,-3.834
2024-08-14T03:18:00,13.668351,144.840574,57.895,SkyReach,167E,0.956,299.572,-4.223
2024-08-14T03:19:30,13.669663,144.841334,55.031,Orbital Mobile,170E,0.024,298.155,-5.11
2024-08-14T03:21:00,13.668886,144.841894,55.976,UQ Mobile,174E,-0.366,296.559,-5.277
2024-08-14T03:22:30,13.670891,144.839776,57.765,Orbital Mobile,178E,0.938,298.003,-5.011
2024-08-14T03:24:00,13.67342,144.839072,54.981,SkyReach,167E,-0.115,291.751,-5.113
